Time [s],Channel 0
6.984824000,0
6.984858200,1
6.984892700,0
6.984900500,1
6.984920600,0
6.984929700,1
6.984938300,0
6.984946700,1
6.984955300,0
6.984980500,1
6.985577600,0
6.985629000,1
6.985637700,0
6.985646200,1
7.017895500,0
7.017904600,1
7.017913200,0
7.017921500,1
7.017938800,0
7.017955500,1
7.017964300,0
7.017972100,1
7.017992300,0
7.018001300,1
7.018018500,0
7.018035300,1
7.018044000,0
7.018052300,1
7.018061000,0
7.018068900,1
7.018088900,0
7.018098000,1
7.018106700,0
7.018115000,1
7.018123700,0
7.018132000,1
7.018140700,0
7.018165400,1
7.018185500,0
7.018194600,1
7.018203300,0
7.018220000,1
7.018228700,0
7.018245400,1
7.018254100,0
7.018262000,1
7.018282100,0
7.018333300,1
7.018341900,0
7.018358200,1
7.018378300,0
7.018387400,1
7.018404700,0
7.018421400,1
7.018447200,0
7.018455200,1
7.018475200,0
7.018484300,1
7.018510100,0
7.018535300,1
7.018543900,0
7.018551800,1
7.018572000,0
7.018581000,1
7.018589700,0
7.018606400,1
7.018615100,0
7.018623400,1
7.018632000,0
7.018640400,1
7.018668600,0
7.018702900,1
7.018711600,0
7.018736700,1
7.018765000,0
7.018774000,1
7.018808400,0
7.018833600,1
7.018861800,0
7.018870900,1
7.018879500,0
7.018887900,1
7.018905200,0
7.018913400,1
7.018930800,0
7.018938600,1
7.018958700,0
7.018967700,1
7.018985000,0
7.018993300,1
7.019010500,0
7.019018900,1
7.019055800,0
7.019064800,1
7.019073500,0
7.019090200,1
7.019098900,0
7.019124000,1
7.019152200,0
7.019161300,1
7.019169900,0
7.019178300,1
7.019186900,0
7.019195200,1
7.019204000,0
7.019212200,1
7.019220900,0
7.019228800,1
7.019249000,0
7.019266400,1
7.019275000,0
7.019291800,1
7.019309100,0
7.019317300,1
7.019345600,0
7.019363100,1
7.019371700,0
7.019380100,1
7.019397400,0
7.019405600,1
7.019442600,0
7.019451600,1
7.019460200,0
7.019468600,1
7.019503000,0
7.019511300,1
7.019539600,0
7.019548600,1
7.019565900,0
7.019591000,1
7.019599800,0
7.019616000,1
7.019636100,0
7.019645200,1
7.019653900,0
7.019662200,1
7.019679500,0
7.019696200,1
7.019704900,0
7.019712800,1
7.019732900,0
7.019741900,1
7.019759200,0
7.019775900,1
7.019801800,0
7.019809700,1
7.019829800,0
7.019838900,1
7.019856100,0
7.019864400,1
7.019873100,0
7.019881400,1
7.019890100,0
7.019906400,1
7.019926600,0
7.019944000,1
7.019961300,0
7.019969600,1
7.019978300,0
7.020003000,1
7.020587700,0
7.020596200,1
7.020613500,0
7.020630600,1
7.020656500,0
7.020665000,1
7.052890200,0
7.052899300,1
7.052908000,0
7.052916300,1
7.052933600,0
7.052950300,1
7.052959000,0
7.052966900,1
7.052987100,0
7.052996100,1
7.053013400,0
7.053030100,1
7.053038700,0
7.053047100,1
7.053055700,0
7.053063600,1
7.053083700,0
7.053092800,1
7.053101500,0
7.053109800,1
7.053118500,0
7.053126800,1
7.053135500,0
7.053160200,1
7.053180300,0
7.053189400,1
7.053198000,0
7.053214800,1
7.053240700,0
7.053248900,1
7.053277200,0
7.053328400,1
7.053337000,0
7.053353300,1
7.053373500,0
7.053399300,1
7.053408000,0
7.053424700,1
7.053433400,0
7.053441700,1
7.053469900,0
7.053479000,1
7.053487700,0
7.053546000,1
7.053566200,0
7.053575200,1
7.053592400,0
7.053600800,1
7.053609400,0
7.053634600,1
7.053662800,0
7.053671900,1
7.053689200,0
7.053697400,1
7.053714700,0
7.053723000,1
7.053759800,0
7.053794100,1
7.053802800,0
7.053819500,1
7.053856300,0
7.053865400,1
7.053874100,0
7.053882400,1
7.053899600,0
7.053908000,1
7.053925300,0
7.053933100,1
7.053953200,0
7.053962300,1
7.053979500,0
7.053987800,1
7.054005100,0
7.054013400,1
7.054050200,0
7.054059300,1
7.054067900,0
7.054084700,1
7.054093300,0
7.054118500,1
7.054146700,0
7.054155800,1
7.054164500,0
7.054189600,1
7.054206800,0
7.054215200,1
7.054243400,0
7.054260900,1
7.054269600,0
7.054286300,1
7.054303500,0
7.054311900,1
7.054340100,0
7.054357600,1
7.054366200,0
7.054374600,1
7.054391800,0
7.054400100,1
7.054436900,0
7.054446000,1
7.054454800,0
7.054463000,1
7.054497400,0
7.054505700,1
7.054534000,0
7.054551400,1
7.054560200,0
7.054576800,1
7.054594100,0
7.054610400,1
7.054630600,0
7.054639600,1
7.054648300,0
7.054656500,1
7.054673900,0
7.054690500,1
7.054699200,0
7.054707100,1
7.054727200,0
7.054736200,1
7.054753600,0
7.054770200,1
7.054796000,0
7.054803900,1
7.054824100,0
7.054833100,1
7.054850300,0
7.054858700,1
7.054867400,0
7.054875600,1
7.054884300,0
7.054900600,1
7.054920700,0
7.054955000,1
7.054963700,0
7.054972000,1
7.054980700,0
7.054989000,1
7.055580600,0
7.055589100,1
7.055597800,0
7.055606300,1
7.055623600,0
7.055640700,1
7.085896300,0
7.085905400,1
7.085914100,0
7.085922400,1
7.085939600,0
7.085956400,1
7.085965000,0
7.085973000,1
7.085993000,0
7.086002100,1
7.086019400,0
7.086036100,1
7.086044800,0
7.086053100,1
7.086061800,0
7.086069700,1
7.086089900,0
7.086098900,1
7.086107500,0
7.086115900,1
7.086124500,0
7.086132900,1
7.086141500,0
7.086166300,1
7.086186400,0
7.086195400,1
7.086204100,0
7.086220800,1
7.086229600,0
7.086237800,1
7.086246600,0
7.086254800,1
7.086283100,0
7.086334200,1
7.086343000,0
7.086359200,1
7.086379300,0
7.086405200,1
7.086413900,0
7.086430600,1
7.086439300,0
7.086447600,1
7.086475900,0
7.086484900,1
7.086493600,0
7.086551900,1
7.086572000,0
7.086581100,1
7.086598400,0
7.086606600,1
7.086615300,0
7.086640400,1
7.086668800,0
7.086703000,1
7.086711700,0
7.086720000,1
7.086765400,0
7.086791300,1
7.086808500,0
7.086816800,1
7.086825500,0
7.086841800,1
7.086862000,0
7.086879400,1
7.086888000,0
7.086896400,1
7.086922200,0
7.086930500,1
7.086958700,0
7.086984600,1
7.087010400,0
7.087027200,1
7.087055500,0
7.087064500,1
7.087073200,0
7.087081500,1
7.087098800,0
7.087131900,1
7.087151900,0
7.087169400,1
7.087186700,0
7.087195000,1
7.087220800,0
7.087228700,1
7.087248900,0
7.087266300,1
7.087283500,0
7.087291800,1
7.087309100,0
7.087325400,1
7.087345500,0
7.087362900,1
7.087388800,0
7.087397100,1
7.087405800,0
7.087422100,1
7.087442100,0
7.087451200,1
7.087459900,0
7.087468200,1
7.087485400,0
7.087502200,1
7.087510800,0
7.087518800,1
7.087538800,0
7.087547900,1
7.087565100,0
7.087573500,1
7.087599300,0
7.087607600,1
7.087635800,0
7.087644900,1
7.087653600,0
7.087670300,1
7.087679000,0
7.087687300,1
7.087696000,0
7.087704300,1
7.087732500,0
7.087766800,1
7.087784100,0
7.087800800,1
7.087829100,0
7.087854900,1
7.087872200,0
7.087880500,1
7.087897800,0
7.087905700,1
7.087925700,0
7.087934800,1
7.087977900,0
7.087986100,1
7.087994800,0
7.088002700,1
7.088587500,0
7.088604600,1
7.088613300,0
7.088621800,1
7.088647700,0
7.088664800,1
7.117894000,0
7.117903000,1
7.117911800,0
7.117920000,1
7.117937300,0
7.117954000,1
7.117962800,0
7.117970600,1
7.117990700,0
7.117999800,1
7.118017000,0
7.118033800,1
7.118042500,0
7.118050800,1
7.118059400,0
7.118067400,1
7.118087400,0
7.118096500,1
7.118105200,0
7.118113500,1
7.118122200,0
7.118130500,1
7.118139200,0
7.118163900,1
7.118184100,0
7.118193100,1
7.118201800,0
7.118218500,1
7.118235800,0
7.118252500,1
7.118280800,0
7.118331900,1
7.118340600,0
7.118356900,1
7.118377000,0
7.118428100,1
7.118436800,0
7.118453100,1
7.118473200,0
7.118515900,1
7.118524600,0
7.118541300,1
7.118569600,0
7.118578600,1
7.118613100,0
7.118646200,1
7.118666400,0
7.118683800,1
7.118692500,0
7.118700800,1
7.118709500,0
7.118726200,1
7.118734900,0
7.118742800,1
7.118762900,0
7.118788800,1
7.118814600,0
7.118823000,1
7.118859800,0
7.118868900,1
7.118877500,0
7.118885900,1
7.118903100,0
7.118936300,1
7.118956400,0
7.118990700,1
7.119025100,0
7.119033000,1
7.119053100,0
7.119079000,1
7.119087700,0
7.119096000,1
7.119104700,0
7.119113000,1
7.119149800,0
7.119158900,1
7.119167600,0
7.119192800,1
7.119210000,0
7.119226300,1
7.119246400,0
7.119263900,1
7.119272600,0
7.119289300,1
7.119306700,0
7.119314900,1
7.119343200,0
7.119352200,1
7.119360900,0
7.119377700,1
7.119386300,0
7.119394700,1
7.119440100,0
7.119449100,1
7.119457900,0
7.119474600,1
7.119483200,0
7.119500000,1
7.119536800,0
7.119545900,1
7.119580300,0
7.119597000,1
7.119605800,0
7.119613600,1
7.119633800,0
7.119642800,1
7.119651500,0
7.119668200,1
7.119685500,0
7.119693800,1
7.119702500,0
7.119710400,1
7.119730500,0
7.119739500,1
7.119756900,0
7.119773500,1
7.119782200,0
7.119806900,1
7.119827000,0
7.119861400,1
7.119870000,0
7.119895200,1
7.119923400,0
7.119932500,1
7.119941300,0
7.119966300,1
7.120580700,0
7.120606400,1
7.120615100,0
7.120623600,1
7.120632300,0
7.120649400,1
7.151893200,0
7.151902200,1
7.151911000,0
7.151919200,1
7.151936500,0
7.151953200,1
7.151962000,0
7.151969800,1
7.151990000,0
7.151999000,1
7.152016200,0
7.152033000,1
7.152041700,0
7.152050000,1
7.152058700,0
7.152066600,1
7.152086700,0
7.152095700,1
7.152104400,0
7.152112700,1
7.152121400,0
7.152129700,1
7.152138400,0
7.152163100,1
7.152183200,0
7.152192300,1
7.152201100,0
7.152217700,1
7.152226400,0
7.152251600,1
7.152279800,0
7.152331000,1
7.152339600,0
7.152356000,1
7.152376000,0
7.152385100,1
7.152393800,0
7.152402100,1
7.152419300,0
7.152436100,1
7.152473000,0
7.152482000,1
7.152507800,0
7.152516100,1
7.152524800,0
7.152533100,1
7.152569900,0
7.152579000,1
7.152596300,0
7.152604500,1
7.152613300,0
7.152638400,1
7.152666600,0
7.152675700,1
7.152692900,0
7.152701200,1
7.152718500,0
7.152726800,1
7.152763700,0
7.152797900,1
7.152815200,0
7.152823500,1
7.152832100,0
7.152840100,1
7.152860100,0
7.152869200,1
7.152903600,0
7.152911900,1
7.152920600,0
7.152928900,1
7.152957200,0
7.152991500,1
7.153000100,0
7.153025300,1
7.153053500,0
7.153062600,1
7.153071200,0
7.153079600,1
7.153096900,0
7.153105100,1
7.153122400,0
7.153130300,1
7.153150400,0
7.153159400,1
7.153168100,0
7.153176400,1
7.153185100,0
7.153193400,1
7.153202100,0
7.153210400,1
7.153247300,0
7.153256300,1
7.153264900,0
7.153281700,1
7.153290300,0
7.153298700,1
7.153316000,0
7.153323800,1
7.153343900,0
7.153361400,1
7.153387200,0
7.153395500,1
7.153404200,0
7.153412500,1
7.153440700,0
7.153449800,1
7.153458500,0
7.153466800,1
7.153484100,0
7.153500800,1
7.153509500,0
7.153517400,1
7.153537400,0
7.153571700,1
7.153580400,0
7.153605600,1
7.153633800,0
7.153642900,1
7.153651500,0
7.153659800,1
7.153685700,0
7.153694000,1
7.153730800,0
7.153739900,1
7.153765700,0
7.153782400,1
7.153827800,0
7.153862100,1
7.153896500,0
7.153904400,1
7.153924600,0
7.153950400,1
7.153959100,0
7.153967400,1
7.153993300,0
7.154001100,1
7.154585100,0
7.154593500,1
7.154602200,0
7.154627900,1
7.154636600,0
7.154662300,1
7.185895800,0
7.185904800,1
7.185913500,0
7.185921800,1
7.185939100,0
7.185955800,1
7.185964500,0
7.185972400,1
7.185992500,0
7.186001600,1
7.186018800,0
7.186035600,1
7.186044200,0
7.186052600,1
7.186061200,0
7.186069200,1
7.186089200,0
7.186098300,1
7.186107000,0
7.186115300,1
7.186124000,0
7.186132300,1
7.186141000,0
7.186165700,1
7.186185900,0
7.186194900,1
7.186203600,0
7.186220300,1
7.186282900,0
7.186334100,1
7.186342700,0
7.186359000,1
7.186379100,0
7.186438700,1
7.186447400,0
7.186455300,1
7.186475500,0
7.186484500,1
7.186501700,0
7.186518500,1
7.186535700,0
7.186552000,1
7.186572200,0
7.186581200,1
7.186607000,0
7.186615400,1
7.186641200,0
7.186649100,1
7.186669200,0
7.186695100,1
7.186712400,0
7.186745500,1
7.186765600,0
7.186808300,1
7.186825600,0
7.186841900,1
7.186862100,0
7.186871100,1
7.186879800,0
7.186888100,1
7.186905300,0
7.186913700,1
7.186930900,0
7.186938800,1
7.186958900,0
7.186993200,1
7.187001900,0
7.187010200,1
7.187055700,0
7.187064700,1
7.187073500,0
7.187081700,1
7.187152900,0
7.187162000,1
7.187170700,0
7.187179000,1
7.187187700,0
7.187212800,1
7.187249600,0
7.187267100,1
7.187284400,0
7.187292700,1
7.187310000,0
7.187326300,1
7.187346500,0
7.187405900,1
7.187414600,0
7.187422500,1
7.187442600,0
7.187451600,1
7.187460300,0
7.187468600,1
7.187485900,0
7.187502600,1
7.187511300,0
7.187519200,1
7.187539300,0
7.187548400,1
7.187565600,0
7.187574000,1
7.187599800,0
7.187608100,1
7.187636400,0
7.187645500,1
7.187654100,0
7.187670900,1
7.187679500,0
7.187687900,1
7.187696500,0
7.187704900,1
7.187733200,0
7.187742200,1
7.187750900,0
7.187776000,1
7.187784700,0
7.187801400,1
7.187829700,0
7.187855600,1
7.187926800,0
7.187994800,1
7.188589700,0
7.188598200,1
7.188606900,0
7.188615400,1
7.188624100,0
7.188641200,1
7.219893400,0
7.219902400,1
7.219911200,0
7.219919400,1
7.219936700,0
7.219953400,1
7.219962200,0
7.219970000,1
7.219990200,0
7.219999200,1
7.220016400,0
7.220033200,1
7.220041900,0
7.220050200,1
7.220058900,0
7.220066800,1
7.220086900,0
7.220095900,1
7.220104600,0
7.220112900,1
7.220121600,0
7.220129900,1
7.220138600,0
7.220163300,1
7.220183400,0
7.220192500,1
7.220201300,0
7.220217900,1
7.220226600,0
7.220234900,1
7.220280300,0
7.220331500,1
7.220340200,0
7.220356500,1
7.220376700,0
7.220402500,1
7.220419700,0
7.220452900,1
7.220473000,0
7.220482100,1
7.220499400,0
7.220532900,1
7.220569700,0
7.220578800,1
7.220596100,0
7.220604400,1
7.220613100,0
7.220621400,1
7.220666800,0
7.220701100,1
7.220735500,0
7.220743500,1
7.220763500,0
7.220797900,1
7.220823700,0
7.220840000,1
7.220860200,0
7.220869200,1
7.220877900,0
7.220894600,1
7.220903300,0
7.220911600,1
7.220957100,0
7.220974500,1
7.221008900,0
7.221017300,1
7.221025900,0
7.221033800,1
7.221053900,0
7.221063000,1
7.221071700,0
7.221080000,1
7.221097200,0
7.221130400,1
7.221150500,0
7.221159600,1
7.221168200,0
7.221176600,1
7.221185200,0
7.221210400,1
7.221219100,0
7.221227000,1
7.221247100,0
7.221264600,1
7.221273200,0
7.221306800,1
7.221315500,0
7.221323400,1
7.221343500,0
7.221352600,1
7.221361200,0
7.221378000,1
7.221395200,0
7.221403500,1
7.221412300,0
7.221420100,1
7.221440300,0
7.221449300,1
7.221458000,0
7.221474700,1
7.221483400,0
7.221500100,1
7.221537000,0
7.221546000,1
7.221571900,0
7.221580200,1
7.221634200,0
7.221643300,1
7.221651900,0
7.221668700,1
7.221685900,0
7.221694300,1
7.221702900,0
7.221710900,1
7.221730900,0
7.221740000,1
7.221757300,0
7.221774000,1
7.221782700,0
7.221807400,1
7.221827600,0
7.221861800,1
7.221870600,0
7.221895700,1
7.221923900,0
7.221933000,1
7.221941700,0
7.221950000,1
7.221967300,0
7.221984000,1
7.222585600,0
7.222619800,1
7.222628500,0
7.222637000,1
7.222645700,0
7.222654200,1
7.252891500,0
7.252900500,1
7.252909100,0
7.252917500,1
7.252934800,0
7.252951500,1
7.252960100,0
7.252968000,1
7.252988100,0
7.252997200,1
7.253014500,0
7.253031200,1
7.253039900,0
7.253048200,1
7.253056900,0
7.253064800,1
7.253084900,0
7.253093900,1
7.253102700,0
7.253110900,1
7.253119700,0
7.253127900,1
7.253136700,0
7.253161400,1
7.253181400,0
7.253190500,1
7.253199200,0
7.253215900,1
7.253233200,0
7.253241500,1
7.253278300,0
7.253329500,1
7.253338200,0
7.253354500,1
7.253374600,0
7.253383700,1
7.253392300,0
7.253400700,1
7.253409300,0
7.253434500,1
7.253471300,0
7.253480400,1
7.253506200,0
7.253531400,1
7.253540100,0
7.253548000,1
7.253568100,0
7.253577100,1
7.253585900,0
7.253594100,1
7.253602900,0
7.253619600,1
7.253636800,0
7.253644700,1
7.253664800,0
7.253699100,1
7.253707800,0
7.253733000,1
7.253761300,0
7.253787100,1
7.253821500,0
7.253829900,1
7.253858200,0
7.253867200,1
7.253875900,0
7.253884200,1
7.253910000,0
7.253926800,1
7.253955000,0
7.253964100,1
7.253972800,0
7.253989500,1
7.253998200,0
7.254006500,1
7.254023800,0
7.254031700,1
7.254051800,0
7.254060800,1
7.254069600,0
7.254086300,1
7.254094900,0
7.254120100,1
7.254148300,0
7.254157400,1
7.254166100,0
7.254182800,1
7.254191500,0
7.254224700,1
7.254244700,0
7.254262200,1
7.254271000,0
7.254287700,1
7.254304900,0
7.254313200,1
7.254341500,0
7.254359000,1
7.254367600,0
7.254376000,1
7.254393200,0
7.254401600,1
7.254438400,0
7.254447500,1
7.254456100,0
7.254464500,1
7.254498900,0
7.254507200,1
7.254535500,0
7.254544500,1
7.254553300,0
7.254561500,1
7.254596000,0
7.254612300,1
7.254632400,0
7.254641400,1
7.254650200,0
7.254658400,1
7.254684400,0
7.254692600,1
7.254729400,0
7.254738500,1
7.254747200,0
7.254763900,1
7.254781200,0
7.254797900,1
7.254826300,0
7.254860500,1
7.254894900,0
7.254902800,1
7.254922900,0
7.254948800,1
7.254966100,0
7.254999200,1
7.255584400,0
7.255592900,1
7.255601600,0
7.255618700,1
7.255627300,0
7.255635900,1
7.255653100,0
7.255661600,1
7.285890200,0
7.285899300,1
7.285908000,0
7.285916300,1
7.285933600,0
7.285950300,1
7.285959000,0
7.285966900,1
7.285987000,0
7.285996000,1
7.286013300,0
7.286030000,1
7.286038700,0
7.286047000,1
7.286055700,0
7.286063600,1
7.286083700,0
7.286092800,1
7.286101500,0
7.286109800,1
7.286118400,0
7.286126800,1
7.286135400,0
7.286160200,1
7.286180300,0
7.286189400,1
7.286198000,0
7.286214800,1
7.286223400,0
7.286240200,1
7.286277100,0
7.286328200,1
7.286336800,0
7.286353200,1
7.286373300,0
7.286432800,1
7.286441500,0
7.286449400,1
7.286469500,0
7.286478600,1
7.286495800,0
7.286512500,1
7.286529800,0
7.286546100,1
7.286566200,0
7.286592100,1
7.286600700,0
7.286609100,1
7.286635000,0
7.286642800,1
7.286662900,0
7.286688800,1
7.286706000,0
7.286739100,1
7.286759300,0
7.286785100,1
7.286793800,0
7.286810500,1
7.286855900,0
7.286865000,1
7.286873600,0
7.286882000,1
7.286899200,0
7.286907500,1
7.286924800,0
7.286932700,1
7.286952700,0
7.286987100,1
7.286995800,0
7.287004000,1
7.287049400,0
7.287058500,1
7.287067200,0
7.287075500,1
7.287146700,0
7.287164100,1
7.287172800,0
7.287206300,1
7.287243100,0
7.287260600,1
7.287277900,0
7.287286200,1
7.287303400,0
7.287319700,1
7.287339800,0
7.287365700,1
7.287391600,0
7.287399900,1
7.287408600,0
7.287416500,1
7.287436600,0
7.287445600,1
7.287454400,0
7.287462600,1
7.287479900,0
7.287496600,1
7.287505300,0
7.287513200,1
7.287533300,0
7.287567600,1
7.287576300,0
7.287601500,1
7.287629800,0
7.287638800,1
7.287647500,0
7.287655800,1
7.287681600,0
7.287689900,1
7.287726900,0
7.287735900,1
7.287761700,0
7.287770000,1
7.287778700,0
7.287795400,1
7.287823700,0
7.287858000,1
7.287892400,0
7.287900300,1
7.287920400,0
7.287929500,1
7.287946800,0
7.287955100,1
7.287963800,0
7.287988900,1
7.288583900,0
7.288601000,1
7.288626900,0
7.288635400,1
7.317892100,0
7.317901100,1
7.317909800,0
7.317918100,1
7.317935300,0
7.317952100,1
7.317960800,0
7.317968700,1
7.317988800,0
7.317997800,1
7.318015100,0
7.318031800,1
7.318040500,0
7.318048800,1
7.318057500,0
7.318065400,1
7.318085500,0
7.318103000,1
7.318120200,0
7.318128600,1
7.318137200,0
7.318162000,1
7.318182100,0
7.318191200,1
7.318199800,0
7.318216600,1
7.318242400,0
7.318258700,1
7.318278900,0
7.318330000,1
7.318338600,0
7.318355000,1
7.318375100,0
7.318434600,1
7.318443300,0
7.318451200,1
7.318471300,0
7.318480400,1
7.318497600,0
7.318514400,1
7.318531600,0
7.318548000,1
7.318568000,0
7.318585500,1
7.318619900,0
7.318628300,1
7.318636900,0
7.318644900,1
7.318664900,0
7.318699300,1
7.318716500,0
7.318733300,1
7.318761600,0
7.318795800,1
7.318804600,0
7.318812800,1
7.318830100,0
7.318838000,1
7.318858100,0
7.318867200,1
7.318875800,0
7.318884200,1
7.318910000,0
7.318934800,1
7.318954800,0
7.318989200,1
7.318997800,0
7.319023000,1
7.319051200,0
7.319060300,1
7.319069000,0
7.319085700,1
7.319111600,0
7.319119900,1
7.319148200,0
7.319157200,1
7.319165900,0
7.319174200,1
7.319182900,0
7.319191200,1
7.319199900,0
7.319216600,1
7.319244900,0
7.319262400,1
7.319271100,0
7.319287800,1
7.319305100,0
7.319313400,1
7.319341600,0
7.319359100,1
7.319393500,0
7.319418300,1
7.319438500,0
7.319455900,1
7.319464500,0
7.319489700,1
7.319506900,0
7.319514800,1
7.319535000,0
7.319544000,1
7.319561200,0
7.319569600,1
7.319586800,0
7.319595100,1
7.319631900,0
7.319641000,1
7.319649700,0
7.319658000,1
7.319729200,0
7.319755000,1
7.319772300,0
7.319780600,1
7.319797800,0
7.319805700,1
7.319825800,0
7.319860100,1
7.319894600,0
7.319902400,1
7.319922500,0
7.319948400,1
7.319957100,0
7.319965400,1
7.319982600,0
7.319990900,1
7.320585700,0
7.320594200,1
7.320602900,0
7.320628600,1
7.320637300,0
7.320645800,1
7.349892100,0
7.349901100,1
7.349909800,0
7.349918100,1
7.349935500,0
7.349952100,1
7.349960800,0
7.349968700,1
7.349988800,0
7.349997900,1
7.350015100,0
7.350031900,1
7.350040500,0
7.350048900,1
7.350057500,0
7.350065400,1
7.350085500,0
7.350103000,1
7.350120300,0
7.350128600,1
7.350137300,0
7.350162000,1
7.350182100,0
7.350191200,1
7.350199900,0
7.350216600,1
7.350225300,0
7.350233600,1
7.350242300,0
7.350258600,1
7.350278800,0
7.350329800,1
7.350338500,0
7.350354800,1
7.350375000,0
7.350400800,1
7.350409500,0
7.350443100,1
7.350471300,0
7.350497200,1
7.350505900,0
7.350531100,1
7.350567900,0
7.350577000,1
7.350594200,0
7.350602600,1
7.350611200,0
7.350636400,1
7.350664600,0
7.350690600,1
7.350707800,0
7.350716100,1
7.350724800,0
7.350741100,1
7.350761300,0
7.350770300,1
7.350796100,0
7.350804500,1
7.350813100,0
7.350821500,1
7.350858300,0
7.350867400,1
7.350876000,0
7.350884400,1
7.350901700,0
7.350909900,1
7.350927200,0
7.350935100,1
7.350955200,0
7.350981100,1
7.351015500,0
7.351031900,1
7.351051900,0
7.351061000,1
7.351149300,0
7.351158400,1
7.351167100,0
7.351175400,1
7.351184100,0
7.351200800,1
7.351209600,0
7.351225800,1
7.351245900,0
7.351263400,1
7.351280700,0
7.351289000,1
7.351297700,0
7.351322400,1
7.351342500,0
7.351368400,1
7.351377100,0
7.351385400,1
7.351402700,0
7.351411000,1
7.351439200,0
7.351448300,1
7.351457000,0
7.351465300,1
7.351482600,0
7.351499300,1
7.351508000,0
7.351515900,1
7.351535900,0
7.351570200,1
7.351579000,0
7.351604100,1
7.351632300,0
7.351641400,1
7.351650000,0
7.351666800,1
7.351675400,0
7.351692200,1
7.351700800,0
7.351708700,1
7.351728900,0
7.351737900,1
7.351763700,0
7.351788800,1
7.351825700,0
7.351860000,1
7.351868600,0
7.351901800,1
7.351921800,0
7.351939300,1
7.352578800,0
7.352587300,1
7.352604600,0
7.352613100,1
7.352630400,0
7.352647500,1
7.381894500,0
7.381903600,1
7.381912300,0
7.381920600,1
7.381937900,0
7.381954600,1
7.381963300,0
7.381971200,1
7.381991400,0
7.382000400,1
7.382017700,0
7.382034400,1
7.382043000,0
7.382051400,1
7.382060000,0
7.382067900,1
7.382088000,0
7.382105500,1
7.382122800,0
7.382131100,1
7.382139800,0
7.382164500,1
7.382184600,0
7.382193700,1
7.382202300,0
7.382219100,1
7.382236300,0
7.382261100,1
7.382281200,0
7.382332300,1
7.382341000,0
7.382357300,1
7.382377500,0
7.382428600,1
7.382437200,0
7.382453600,1
7.382473700,0
7.382482700,1
7.382508600,0
7.382525300,1
7.382542600,0
7.382550500,1
7.382570600,0
7.382596500,1
7.382605100,0
7.382630300,1
7.382667100,0
7.382701500,1
7.382710100,0
7.382735300,1
7.382763500,0
7.382789500,1
7.382823900,0
7.382832200,1
7.382860500,0
7.382869500,1
7.382878200,0
7.382886500,1
7.382912400,0
7.382929100,1
7.382957400,0
7.382991700,1
7.383017500,0
7.383033900,1
7.383053900,0
7.383063000,1
7.383071700,0
7.383088400,1
7.383097100,0
7.383122300,1
7.383150600,0
7.383176400,1
7.383185100,0
7.383193400,1
7.383202100,0
7.383218800,1
7.383247100,0
7.383264600,1
7.383273200,0
7.383290000,1
7.383307200,0
7.383315600,1
7.383343900,0
7.383352900,1
7.383361600,0
7.383378300,1
7.383387000,0
7.383395300,1
7.383440700,0
7.383449700,1
7.383458400,0
7.383475100,1
7.383483800,0
7.383500500,1
7.383537400,0
7.383546400,1
7.383555100,0
7.383563400,1
7.383589200,0
7.383614000,1
7.383634000,0
7.383643100,1
7.383651900,0
7.383668500,1
7.383685800,0
7.383694100,1
7.383702700,0
7.383710700,1
7.383730700,0
7.383781900,1
7.383790600,0
7.383806800,1
7.383827000,0
7.383852800,1
7.383923900,0
7.383933000,1
7.383941700,0
7.383950000,1
7.383967200,0
7.383975600,1
7.383992800,0
7.384000700,1
7.384580500,0
7.384614800,1
7.384623400,0
7.384657700,1
7.413886000,0
7.413895000,1
7.413903800,0
7.413912000,1
7.413929300,0
7.413946000,1
7.413954700,0
7.413962600,1
7.413982700,0
7.413991800,1
7.414009000,0
7.414025800,1
7.414034500,0
7.414042800,1
7.414051500,0
7.414059400,1
7.414079400,0
7.414096900,1
7.414114200,0
7.414122500,1
7.414131200,0
7.414155900,1
7.414176000,0
7.414185100,1
7.414193800,0
7.414210500,1
7.414219200,0
7.414252300,1
7.414272400,0
7.414323600,1
7.414332300,0
7.414348600,1
7.414368700,0
7.414386100,1
7.414394800,0
7.414420000,1
7.414465300,0
7.414474400,1
7.414491700,0
7.414525200,1
7.414562000,0
7.414596300,1
7.414613600,0
7.414621900,1
7.414658800,0
7.414684600,1
7.414701900,0
7.414735000,1
7.414755100,0
7.414772600,1
7.414798400,0
7.414806700,1
7.414823900,0
7.414831900,1
7.414851900,0
7.414861000,1
7.414869700,0
7.414878000,1
7.414895200,0
7.414903600,1
7.414920800,0
7.414928700,1
7.414948900,0
7.414957900,1
7.414975100,0
7.414983400,1
7.415000700,0
7.415009000,1
7.415045800,0
7.415054900,1
7.415063500,0
7.415080300,1
7.415088900,0
7.415114100,1
7.415142400,0
7.415151400,1
7.415160100,0
7.415176800,1
7.415194000,0
7.415210800,1
7.415239000,0
7.415256500,1
7.415265200,0
7.415281900,1
7.415299100,0
7.415307500,1
7.415335700,0
7.415344800,1
7.415353400,0
7.415370200,1
7.415378800,0
7.415387200,1
7.415432500,0
7.415441600,1
7.415450300,0
7.415467000,1
7.415475700,0
7.415492400,1
7.415529200,0
7.415563500,1
7.415597900,0
7.415605800,1
7.415626000,0
7.415635000,1
7.415643700,0
7.415660400,1
7.415677600,0
7.415686000,1
