Time [s],Channel 0,Channel 1
40.092657000,0,0
40.092763400,1,0
40.092969500,0,0
40.093075600,1,0
40.093177400,0,0
40.093387500,1,0
40.098676200,0,0
40.436953600,1,0
40.441955400,0,0
40.442059700,1,0
40.443110800,0,0
40.443215200,1,0
40.444266600,0,0
40.444371400,1,0
40.444476800,0,0
40.445210900,1,0
40.445424100,0,0
40.445739100,1,0
40.445843900,0,0
40.446368000,1,0
40.446580900,0,0
40.446790300,1,0
40.446895600,0,0
40.447000500,1,0
40.447105400,0,0
40.447420300,1,0
40.447737100,0,0
40.448680300,1,0
40.448894900,0,0
40.449209600,1,0
40.449314300,0,0
40.449838300,1,0
40.450053300,0,0
40.450367700,1,0
40.450577600,0,0
40.450682500,1,0
40.450892400,0,0
40.450996800,1,0
40.451349500,0,0
40.451457200,1,0
40.452495900,0,0
40.452602800,1,0
40.453641500,0,0
40.453747800,1,0
40.453850000,0,0
40.454579900,1,0
40.454786500,0,0
40.454997600,1,0
40.455203400,0,0
40.455725300,1,0
40.455932000,0,0
40.456870300,1,0
40.457077600,0,0
40.457184300,1,0
40.457390400,0,0
40.458016200,1,0
40.458223300,0,0
40.458329700,1,0
40.458431800,0,0
40.458849800,1,0
40.458951600,0,0
40.459161600,1,0
40.459368700,0,0
40.459475100,1,0
40.459577400,0,0
40.460307200,1,0
40.460514200,0,0
40.460932900,1,0
40.461034700,0,0
40.461452600,1,0
40.461659300,0,0
40.461765700,1,0
40.461971800,0,0
40.462077900,1,0
40.462179700,0,0
40.462389800,1,0
40.467677800,0,0
40.755950000,1,0
40.760952400,0,0
40.761056700,1,0
40.762108900,0,0
40.762213200,1,0
40.763264600,0,0
40.763368500,1,0
40.763473700,0,0
40.764207500,1,0
40.764420100,0,0
40.764734300,1,0
40.764839100,0,0
40.765363400,1,0
40.765576300,0,0
40.765785700,1,0
40.765890500,0,0
40.765995400,1,0
40.766100200,0,0
40.766415200,1,0
40.766733000,0,0
40.767676700,1,0
40.767891300,0,0
40.768205500,1,0
40.768310200,0,0
40.768834600,1,0
40.769049400,0,0
40.769363200,1,0
40.769573200,0,0
40.769678100,1,0
40.769888100,0,0
40.769992500,1,0
40.770345300,0,0
40.770453000,1,0
40.771491600,0,0
40.771598400,1,0
40.772637000,0,0
40.772743300,1,0
40.772845500,0,0
40.773575200,1,0
40.773781800,0,0
40.773993000,1,0
40.774198700,0,0
40.774720500,1,0
40.774927200,0,0
40.775865400,1,0
40.776072700,0,0
40.776179400,1,0
40.776385400,0,0
40.777011200,1,0
40.777218300,0,0
40.777324700,1,0
40.777426900,0,0
40.777844800,1,0
40.777946600,0,0
40.778156600,1,0
40.778363700,0,0
40.778470100,1,0
40.778572300,0,0
40.779302000,1,0
40.779509000,0,0
40.779927700,1,0
40.780029500,0,0
40.780447400,1,0
40.780654100,0,0
40.780760500,1,0
40.780966500,0,0
40.781072600,1,0
40.781174400,0,0
40.781384500,1,0
40.786673300,0,0
41.102942500,1,0
41.107944200,0,0
41.108048500,1,0
41.109099700,0,0
41.109204100,1,0
41.110255400,0,0
41.110360300,1,0
41.110465600,0,0
41.111199700,1,0
41.111413000,0,0
41.111727700,1,0
41.111832500,0,0
41.112356300,1,0
41.112569100,0,0
41.112778500,1,0
41.112883800,0,0
41.112988800,1,0
41.113093600,0,0
41.113408600,1,0
41.113725500,0,0
41.114669100,1,0
41.114883600,0,0
41.115198400,1,0
41.115303100,0,0
41.115827200,1,0
41.116042100,0,0
41.116356600,1,0
41.116566500,0,0
41.116671400,1,0
41.116881300,0,0
41.116985600,1,0
41.117337700,0,0
41.117445400,1,0
41.118484000,0,0
41.118590900,1,0
41.119629600,0,0
41.119735800,1,0
41.119838100,0,0
41.120567900,1,0
41.120774500,0,0
41.120985600,1,0
41.121191400,0,0
41.121713300,1,0
41.121920000,0,0
41.122858300,1,0
41.123065600,0,0
41.123172300,1,0
41.123378400,0,0
41.124004200,1,0
41.124211300,0,0
41.124317700,1,0
41.124419900,0,0
41.124837900,1,0
41.124939700,0,0
41.125149600,1,0
41.125356800,0,0
41.125463200,1,0
41.125565500,0,0
41.126295200,1,0
41.126502200,0,0
41.126921000,1,0
41.127022800,0,0
41.127440700,1,0
41.127647300,0,0
41.127753700,1,0
41.127959800,0,0
41.128065900,1,0
41.128167700,0,0
41.128377800,1,0
41.133667100,0,0
41.417944800,1,0
41.422946200,0,0
41.423051000,1,0
41.424102000,0,0
41.424206800,1,0
41.425257600,0,0
41.425361900,1,0
41.425466800,0,0
41.426200900,1,0
41.426413600,0,0
41.426728000,1,0
41.426833400,0,0
41.427357400,1,0
41.427570300,0,0
41.427779500,1,0
41.427884200,0,0
41.427989100,1,0
41.428094400,0,0
41.428408700,1,0
41.428726200,0,0
41.429669800,1,0
41.429884400,0,0
41.430198600,1,0
41.430303900,0,0
41.430827600,1,0
41.431042500,0,0
41.431356300,1,0
41.431566300,0,0
41.431671200,1,0
41.431881200,0,0
41.431985700,1,0
41.432339500,0,0
41.432447200,1,0
41.433485900,0,0
41.433592800,1,0
41.434631500,0,0
41.434737800,1,0
41.434840000,0,0
41.435569900,1,0
41.435776500,0,0
41.435987700,1,0
41.436193400,0,0
41.436715300,1,0
41.436922100,0,0
41.437860500,1,0
41.438067800,0,0
41.438174500,1,0
41.438380600,0,0
41.439006500,1,0
41.439213600,0,0
41.439320000,1,0
41.439422200,0,0
41.439840200,1,0
41.439942000,0,0
41.440152000,1,0
41.440359200,0,0
41.440465600,1,0
41.440567900,0,0
41.441297700,1,0
41.441504700,0,0
41.441923500,1,0
41.442025300,0,0
41.442443200,1,0
41.442649900,0,0
41.442756300,1,0
41.442962400,0,0
41.443068500,1,0
41.443170300,0,0
41.443380400,1,0
41.448667900,0,0
41.727937100,1,0
41.732938800,0,0
41.733043500,1,0
41.734094700,0,0
41.734199600,1,0
41.735250500,0,0
41.735354800,1,0
41.735459500,0,0
41.736193300,1,0
41.736406000,0,0
41.736720400,1,0
41.736825700,0,0
41.737349800,1,0
41.737562800,0,0
41.737772100,1,0
41.737877000,0,0
41.737981900,1,0
41.738087200,0,0
41.738401700,1,0
41.738719200,0,0
41.739662800,1,0
41.739877300,0,0
41.740191600,1,0
41.740296800,0,0
41.740820600,1,0
41.741035500,0,0
41.741349300,1,0
41.741559100,0,0
41.741664000,1,0
41.741873900,0,0
41.741978300,1,0
41.742332900,0,0
41.742440600,1,0
41.743479300,0,0
41.743585700,1,0
41.744624400,0,0
41.744730600,1,0
41.744832700,0,0
41.745562600,1,0
41.745769300,0,0
41.745980000,1,0
41.746185800,0,0
41.746707700,1,0
41.746914500,0,0
41.747852700,1,0
41.748060100,0,0
41.748166300,1,0
41.748372400,0,0
41.748998300,1,0
41.749205400,0,0
41.749311800,1,0
41.749414000,0,0
41.749832000,1,0
41.749933800,0,0
41.750143800,1,0
41.750350900,0,0
41.750457300,1,0
41.750559400,0,0
41.751289200,1,0
41.751496400,0,0
41.751915100,1,0
41.752016900,0,0
41.752434900,1,0
41.752641400,0,0
41.752748300,1,0
41.752954500,0,0
41.753060700,1,0
41.753162500,0,0
41.753372500,1,0
41.758660100,0,0
42.038936000,1,0
42.043937100,0,0
42.044041900,1,0
42.045093100,0,0
42.045198000,1,0
42.046249400,0,0
42.046353800,1,0
42.046458500,0,0
42.047192300,1,0
42.047404900,0,0
42.047719200,1,0
42.047824400,0,0
42.048348200,1,0
42.048561000,0,0
42.048770300,1,0
42.048875000,0,0
42.048979900,1,0
42.049085100,0,0
42.049399500,1,0
42.049716900,0,0
42.050660500,1,0
42.050875000,0,0
42.051189300,1,0
42.051294500,0,0
42.051818300,1,0
42.052033200,0,0
42.052347000,1,0
42.052556900,0,0
42.052661900,1,0
42.052871900,0,0
42.052976300,1,0
42.053332000,0,0
42.053439900,1,0
42.054478500,0,0
42.054584700,1,0
42.055623400,0,0
42.055730300,1,0
42.055832400,0,0
42.056562200,1,0
42.056768900,0,0
42.056979600,1,0
42.057185400,0,0
42.057707200,1,0
42.057913800,0,0
42.058852600,1,0
42.059060000,0,0
42.059166100,1,0
42.059372300,0,0
42.059998100,1,0
42.060205100,0,0
42.060311600,1,0
42.060413700,0,0
42.060831700,1,0
42.060933500,0,0
42.061143500,1,0
42.061350600,0,0
42.061457000,1,0
42.061559100,0,0
42.062288900,1,0
42.062496000,0,0
42.062914600,1,0
42.063016400,0,0
42.063434300,1,0
42.063641000,0,0
42.063747400,1,0
42.063953500,0,0
42.064059600,1,0
42.064161400,0,0
42.064371400,1,0
42.069658200,0,0
42.366930000,1,0
42.371931900,0,0
42.372036700,1,0
42.373087900,0,0
42.373191700,1,0
42.374243600,0,0
42.374347900,1,0
42.374452800,0,0
42.375186900,1,0
42.375399600,0,0
42.375713900,1,0
42.375819100,0,0
42.376342900,1,0
42.376555700,0,0
42.376765000,1,0
42.376870300,0,0
42.376974700,1,0
42.377079900,0,0
42.377394200,1,0
42.377711500,0,0
42.378654700,1,0
42.378869200,0,0
42.379183500,1,0
42.379288700,0,0
42.379812800,1,0
42.380027800,0,0
42.380342200,1,0
42.380552300,0,0
42.380657200,1,0
42.380867200,0,0
42.380971600,1,0
42.381325100,0,0
42.381432800,1,0
42.382471400,0,0
42.382578200,1,0
42.383616800,0,0
42.383723000,1,0
42.383825300,0,0
42.384555000,1,0
42.384761600,0,0
42.384972800,1,0
42.385178500,0,0
42.385700300,1,0
42.385907100,0,0
42.386845300,1,0
42.387052500,0,0
42.387159300,1,0
42.387365300,0,0
42.387991100,1,0
42.388198200,0,0
42.388304600,1,0
42.388406700,0,0
42.388824600,1,0
42.388926400,0,0
42.389136400,1,0
42.389343500,0,0
42.389449900,1,0
42.389552200,0,0
42.390281900,1,0
42.390488900,0,0
42.390907600,1,0
42.391009400,0,0
42.391427300,1,0
42.391634000,0,0
42.391740300,1,0
42.391946400,0,0
42.392052500,1,0
42.392154300,0,0
42.392364400,1,0
42.397653900,0,0
42.710925800,1,0
42.715928400,0,0
42.716032700,1,0
42.717084100,0,0
42.717188400,1,0
42.718239400,0,0
42.718344200,1,0
42.718449500,0,0
42.719183600,1,0
42.719396900,0,0
42.719711800,1,0
42.719816600,0,0
42.720340700,1,0
42.720553600,0,0
42.720763000,1,0
42.720868300,0,0
42.720973300,1,0
42.721078000,0,0
42.721393100,1,0
42.721710000,0,0
42.722653500,1,0
42.722868100,0,0
42.723182800,1,0
42.723287600,0,0
42.723811500,1,0
42.724026600,0,0
42.724341000,1,0
42.724551000,0,0
42.724655900,1,0
42.724865900,0,0
42.724970400,1,0
42.725322400,0,0
42.725430100,1,0
42.726468700,0,0
42.726575600,1,0
42.727614300,0,0
42.727720500,1,0
42.727822800,0,0
42.728552500,1,0
42.728759100,0,0
42.728970300,1,0
42.729176000,0,0
42.729697800,1,0
42.729904600,0,0
42.730842800,1,0
42.731050000,0,0
42.731156800,1,0
42.731362800,0,0
42.731988600,1,0
42.732195700,0,0
42.732302100,1,0
42.732404200,0,0
42.732822200,1,0
42.732924000,0,0
42.733133900,1,0
42.733341000,0,0
42.733447400,1,0
42.733549700,0,0
42.734279500,1,0
42.734486400,0,0
42.734905100,1,0
42.735006900,0,0
42.735424800,1,0
42.735631500,0,0
42.735737900,1,0
42.735943900,0,0
42.736050000,1,0
42.736151800,0,0
42.736361900,1,0
42.741649700,0,0
43.080926500,1,0
43.085927600,0,0
43.086031900,1,0
43.087083700,0,0
43.087188000,1,0
43.088239300,0,0
43.088343100,1,0
43.088448400,0,0
43.089182600,1,0
43.089395300,0,0
43.089709600,1,0
43.089814300,0,0
43.090338600,1,0
43.090551500,0,0
43.090760800,1,0
43.090865500,0,0
43.090970400,1,0
43.091075100,0,0
43.091390000,1,0
43.091708000,0,0
43.092651900,1,0
43.092866500,0,0
43.093180700,1,0
43.093285500,0,0
43.093810000,1,0
43.094025000,0,0
43.094339000,1,0
43.094548900,0,0
43.094653800,1,0
43.094863600,0,0
43.094968000,1,0
43.095320500,0,0
43.095428100,1,0
43.096466700,0,0
43.096573600,1,0
43.097612200,0,0
43.097718400,1,0
43.097820700,0,0
43.098550400,1,0
43.098757000,0,0
43.098968200,1,0
43.099173900,0,0
43.099695700,1,0
43.099902500,0,0
43.100840700,1,0
43.101047900,0,0
43.101154600,1,0
43.101360700,0,0
43.101986500,1,0
43.102193600,0,0
43.102300000,1,0
43.102402100,0,0
43.102820000,1,0
43.102921800,0,0
43.103131800,1,0
43.103338900,0,0
43.103445300,1,0
43.103547600,0,0
43.104277300,1,0
43.104484200,0,0
43.104902900,1,0
43.105004700,0,0
43.105422600,1,0
43.105629300,0,0
43.105735700,1,0
43.105941700,0,0
43.106047800,1,0
43.106149600,0,0
43.106359700,1,0
43.111648400,0,0
43.403918200,1,0
43.408921000,0,0
43.409025300,1,0
43.410076300,0,0
43.410180600,1,0
43.411231300,0,0
43.411336100,1,0
43.411441400,0,0
43.412175100,1,0
43.412388300,0,0
43.412703100,1,0
43.412807800,0,0
43.413331600,1,0
43.413544400,0,0
43.413753700,1,0
43.413858900,0,0
43.413963800,1,0
43.414068500,0,0
43.414383400,1,0
43.414700200,0,0
43.415643400,1,0
43.415858000,0,0
43.416172700,1,0
43.416277400,0,0
43.416801400,1,0
43.417016400,0,0
43.417330800,1,0
43.417540800,0,0
43.417645700,1,0
43.417855500,0,0
43.417959900,1,0
43.418313300,0,0
43.418421000,1,0
43.419459600,0,0
43.419566500,1,0
43.420605200,0,0
43.420711400,1,0
43.420813700,0,0
43.421543400,1,0
43.421750100,0,0
43.421961200,1,0
43.422167000,0,0
43.422688800,1,0
43.422895600,0,0
43.423833900,1,0
43.424041200,0,0
43.424147900,1,0
43.424354000,0,0
43.424979800,1,0
43.425186900,0,0
43.425293300,1,0
43.425395400,0,0
43.425813400,1,0
43.425915200,0,0
43.426125200,1,0
43.426332400,0,0
43.426438800,1,0
43.426541000,0,0
43.427270800,1,0
43.427477800,0,0
43.427896500,1,0
43.427998300,0,0
43.428416200,1,0
43.428622900,0,0
43.428729300,1,0
43.428935400,0,0
43.429041500,1,0
43.429143300,0,0
43.429353400,1,0
43.434641900,0,0
43.715919000,1,0
43.720920200,0,0
43.721025100,1,0
43.722076100,0,0
43.722180900,1,0
43.723231700,0,0
43.723336000,1,0
43.723440900,0,0
43.724174600,1,0
43.724387200,0,0
43.724701700,1,0
43.724807000,0,0
43.725331100,1,0
43.725543900,0,0
43.725753200,1,0
43.725857900,0,0
43.725962800,1,0
43.726068000,0,0
43.726382400,1,0
43.726699800,0,0
43.727643500,1,0
43.727858200,0,0
43.728172600,1,0
43.728277900,0,0
43.728801800,1,0
43.729016700,0,0
43.729330400,1,0
43.729540400,0,0
43.729645300,1,0
43.729855400,0,0
43.729959800,1,0
43.730313400,0,0
43.730421100,1,0
43.731459700,0,0
43.731566600,1,0
43.732605200,0,0
43.732711500,1,0
43.732813800,0,0
43.733543500,1,0
43.733750100,0,0
43.733961300,1,0
43.734167000,0,0
43.734688900,1,0
43.734895600,0,0
43.735834000,1,0
43.736041200,0,0
43.736147900,1,0
43.736354000,0,0
43.736979900,1,0
43.737187000,0,0
43.737293400,1,0
43.737395500,0,0
43.737813500,1,0
43.737915300,0,0
43.738125300,1,0
43.738332400,0,0
43.738438800,1,0
43.738541100,0,0
43.739270900,1,0
43.739477900,0,0
43.739896700,1,0
43.739998500,0,0
43.740416400,1,0
43.740623100,0,0
43.740729500,1,0
43.740935600,0,0
43.741041700,1,0
43.741143500,0,0
43.741353500,1,0
43.746640100,0,0
44.028916100,1,0
44.033917800,0,0
44.034022700,1,0
44.035074000,0,0
44.035177900,1,0
44.036229700,0,0
44.036334000,1,0
44.036438800,0,0
44.037172500,1,0
44.037385100,0,0
44.037699500,1,0
44.037804900,0,0
44.038328900,1,0
44.038541800,0,0
44.038751100,1,0
44.038856300,0,0
44.038960700,1,0
44.039066000,0,0
44.039380300,1,0
44.039697700,0,0
44.040641200,1,0
44.040855800,0,0
44.041170000,1,0
44.041275300,0,0
44.041799300,1,0
44.042014300,0,0
44.042328800,1,0
44.042538800,0,0
44.042643700,1,0
44.042853800,0,0
44.042958200,1,0
44.043312200,0,0
44.043419900,1,0
44.044458600,0,0
44.044565500,1,0
44.045604200,0,0
44.045710400,1,0
44.045812700,0,0
44.046542500,1,0
44.046749100,0,0
44.046960300,1,0
44.047166000,0,0
44.047687900,1,0
44.047894600,0,0
44.048833000,1,0
44.049040200,0,0
44.049146900,1,0
44.049353000,0,0
44.049978900,1,0
44.050186000,0,0
44.050292400,1,0
44.050394500,0,0
44.050812500,1,0
44.050914300,0,0
44.051124300,1,0
44.051331500,0,0
44.051437900,1,0
44.051540200,0,0
44.052270000,1,0
44.052476900,0,0
44.052895700,1,0
44.052997500,0,0
44.053415400,1,0
44.053622100,0,0
44.053728500,1,0
44.053934600,0,0
44.054040700,1,0
44.054142500,0,0
44.054352600,1,0
44.059641700,0,0
44.356914800,1,0
44.361917200,0,0
44.362022000,1,0
44.363072800,0,0
44.363176700,1,0
44.364228900,0,0
44.364333300,1,0
44.364438100,0,0
44.365171800,1,0
44.365384400,0,0
44.365698800,1,0
44.365804000,0,0
44.366327800,1,0
44.366540700,0,0
44.366750100,1,0
44.366855400,0,0
44.366959800,1,0
44.367065200,0,0
44.367379600,1,0
44.367696900,0,0
44.368640100,1,0
44.368854600,0,0
44.369168900,1,0
44.369274100,0,0
44.369798200,1,0
44.370013200,0,0
44.370327600,1,0
44.370537500,0,0
44.370642400,1,0
44.370852300,0,0
44.370956700,1,0
44.371311100,0,0
44.371418800,1,0
44.372457500,0,0
44.372563800,1,0
44.373602500,0,0
44.373708700,1,0
44.373810900,0,0
44.374540600,1,0
44.374747400,0,0
44.374958100,1,0
44.375163800,0,0
44.375685700,1,0
44.375892400,0,0
44.376830500,1,0
44.377038000,0,0
44.377144200,1,0
44.377350300,0,0
44.377976100,1,0
44.378183200,0,0
44.378289600,1,0
44.378391700,0,0
44.378809700,1,0
44.378911500,0,0
44.379121500,1,0
44.379328600,0,0
44.379435000,1,0
44.379537100,0,0
44.380266900,1,0
44.380474000,0,0
44.380892800,1,0
44.380994500,0,0
44.381412400,1,0
44.381619000,0,0
44.381725800,1,0
44.381932100,0,0
44.382038200,1,0
44.382140000,0,0
44.382350100,1,0
44.387639900,0,0
44.704906300,1,0
44.709908300,0,0
44.710013100,1,0
44.711064200,0,0
44.711168000,1,0
44.712220300,0,0
44.712324600,1,0
44.712429500,0,0
44.713163600,1,0
44.713376300,0,0
44.713690600,1,0
44.713795900,0,0
44.714319600,1,0
44.714532400,0,0
44.714741700,1,0
44.714846900,0,0
44.714951300,1,0
44.715056500,0,0
44.715370900,1,0
44.715688300,0,0
44.716631900,1,0
44.716846600,0,0
44.717161000,1,0
44.717266300,0,0
44.717790200,1,0
44.718005100,0,0
44.718319300,1,0
44.718529200,0,0
44.718634100,1,0
44.718844000,0,0
44.718948400,1,0
44.719302700,0,0
44.719410500,1,0
44.720449200,0,0
44.720555400,1,0
44.721594100,0,0
44.721700500,1,0
44.721802600,0,0
44.722532400,1,0
44.722739200,0,0
44.722949700,1,0
44.723155400,0,0
44.723677300,1,0
44.723884100,0,0
44.724822400,1,0
44.725029800,0,0
44.725135900,1,0
44.725341900,0,0
44.725967800,1,0
44.726174900,0,0
44.726281300,1,0
44.726383600,0,0
44.726801600,1,0
44.726903400,0,0
44.727113400,1,0
44.727320400,0,0
44.727426900,1,0
44.727529100,0,0
44.728258800,1,0
44.728466000,0,0
44.728884600,1,0
44.728986400,0,0
44.729404300,1,0
44.729611000,0,0
44.729717400,1,0
44.729923500,0,0
44.730029600,1,0
44.730131400,0,0
44.730341500,1,0
44.735630900,0,0
45.045906500,1,0
45.050908600,0,0
45.051012900,1,0
45.052064800,0,0
45.052169000,1,0
45.053219900,0,0
45.053323700,1,0
45.053429000,0,0
45.054163100,1,0
45.054375900,0,0
45.054690100,1,0
45.054794900,0,0
45.055319200,1,0
45.055532100,0,0
45.055741500,1,0
45.055846300,0,0
45.055951200,1,0
45.056056000,0,0
45.056371000,1,0
45.056688800,0,0
45.057632600,1,0
45.057847200,0,0
45.058161700,1,0
45.058266500,0,0
45.058791000,1,0
45.059006000,0,0
45.059319900,1,0
45.059529800,0,0
45.059634700,1,0
45.059844600,0,0
45.059949000,1,0
45.060301100,0,0
45.060408900,1,0
45.061447500,0,0
45.061553800,1,0
45.062592400,0,0
45.062698800,1,0
45.062800900,0,0
45.063530600,1,0
45.063737400,0,0
45.063947900,1,0
45.064153600,0,0
45.064675500,1,0
45.064882200,0,0
45.065820500,1,0
45.066027900,0,0
45.066133900,1,0
45.066340000,0,0
45.066965800,1,0
45.067172900,0,0
45.067279300,1,0
45.067381600,0,0
45.067799600,1,0
45.067901300,0,0
45.068111300,1,0
45.068318300,0,0
45.068424800,1,0
45.068526900,0,0
45.069256700,1,0
45.069463800,0,0
45.069882400,1,0
45.069984200,0,0
45.070402100,1,0
45.070608700,0,0
45.070715100,1,0
45.070921200,0,0
45.071027300,1,0
45.071129100,0,0
45.071339100,1,0
45.076626800,0,0
45.398904100,1,0
45.403906500,0,0
45.404010900,1,0
45.405062300,0,0
45.405166700,1,0
45.406217500,0,0
45.406322400,1,0
45.406427600,0,0
45.407161400,1,0
45.407374500,0,0
45.407689400,1,0
45.407794200,0,0
45.408318400,1,0
45.408531200,0,0
45.408740600,1,0
45.408845900,0,0
45.408950800,1,0
45.409055600,0,0
45.409370700,1,0
45.409687500,0,0
45.410630600,1,0
45.410845200,0,0
45.411159900,1,0
45.411264700,0,0
45.411788700,1,0
45.412003700,0,0
45.412318100,1,0
45.412528000,0,0
45.412632900,1,0
45.412842800,0,0
45.412947200,1,0
45.413299600,0,0
45.413407300,1,0
45.414445900,0,0
45.414552800,1,0
45.415591400,0,0
45.415697700,1,0
45.415799900,0,0
45.416529700,1,0
45.416736300,0,0
45.416947500,1,0
45.417153200,0,0
45.417675100,1,0
45.417881900,0,0
45.418820100,1,0
45.419027400,0,0
45.419134100,1,0
45.419340200,0,0
45.419966000,1,0
45.420173100,0,0
45.420279500,1,0
45.420381600,0,0
45.420799600,1,0
45.420901400,0,0
45.421111400,1,0
45.421318500,0,0
45.421424900,1,0
45.421527200,0,0
45.422257000,1,0
45.422463900,0,0
45.422882700,1,0
45.422984500,0,0
45.423402400,1,0
45.423609000,0,0
45.423715400,1,0
45.423921500,0,0
45.424027600,1,0
45.424129400,0,0
45.424339500,1,0
45.429629300,0,0
45.714894200,1,0
45.719895800,0,0
45.720000100,1,0
45.721052000,0,0
45.721156200,1,0
45.722207500,0,0
45.722311400,1,0
45.722416700,0,0
45.723150400,1,0
45.723363100,0,0
45.723677300,1,0
45.723782100,0,0
45.724306300,1,0
45.724519200,0,0
45.724728600,1,0
45.724833400,0,0
45.724938400,1,0
45.725043200,0,0
45.725358200,1,0
45.725675900,0,0
45.726619600,1,0
45.726834200,0,0
45.727148400,1,0
45.727253200,0,0
45.727777700,1,0
45.727992700,0,0
45.728306700,1,0
45.728516600,0,0
45.728621500,1,0
45.728831300,0,0
45.728935700,1,0
45.729289600,0,0
45.729397300,1,0
45.730436000,0,0
45.730542900,1,0
45.731581600,0,0
45.731687900,1,0
45.731790200,0,0
45.732520000,1,0
45.732726600,0,0
45.732937800,1,0
45.733143600,0,0
45.733665500,1,0
45.733872200,0,0
45.734810600,1,0
45.735017900,0,0
45.735124600,1,0
45.735330700,0,0
45.735956600,1,0
45.736163700,0,0
45.736270100,1,0
45.736372200,0,0
45.736790200,1,0
45.736892000,0,0
45.737102000,1,0
45.737309200,0,0
45.737415600,1,0
45.737517900,0,0
45.738247700,1,0
45.738454700,0,0
45.738873400,1,0
45.738975200,0,0
45.739393100,1,0
45.739599800,0,0
45.739706200,1,0
45.739912300,0,0
45.740018400,1,0
45.740120300,0,0
45.740330300,1,0
45.745619100,0,0
46.080889300,1,0
46.085891000,0,0
46.085995300,1,0
46.087047400,0,0
46.087151800,1,0
46.088202800,0,0
46.088306600,1,0
46.088411800,0,0
46.089145600,1,0
46.089358200,0,0
46.089672700,1,0
46.089777400,0,0
46.090302100,1,0
46.090515000,0,0
46.090724400,1,0
46.090829200,0,0
46.090934100,1,0
46.091038900,0,0
46.091354000,1,0
46.091671800,0,0
46.092615400,1,0
46.092830000,0,0
46.093144200,1,0
46.093249000,0,0
46.093773500,1,0
46.093988600,0,0
46.094302500,1,0
46.094512500,0,0
46.094617400,1,0
46.094827400,0,0
46.094931900,1,0
46.095284700,0,0
46.095392400,1,0
46.096431100,0,0
46.096537500,1,0
46.097576100,0,0
46.097682400,1,0
46.097784500,0,0
46.098514200,1,0
46.098721000,0,0
46.098931600,1,0
46.099137400,0,0
46.099659200,1,0
46.099866000,0,0
46.100804100,1,0
46.101011500,0,0
46.101117700,1,0
46.101323800,0,0
46.101949500,1,0
46.102156700,0,0
46.102263000,1,0
46.102365200,0,0
46.102783100,1,0
46.102884900,0,0
46.103094900,1,0
46.103302000,0,0
46.103408400,1,0
46.103510600,0,0
46.104240300,1,0
46.104447500,0,0
46.104866300,1,0
46.104968100,0,0
46.105386000,1,0
46.105592500,0,0
46.105699400,1,0
46.105905700,0,0
46.106011800,1,0
46.106113600,0,0
46.106323700,1,0
46.111610400,0,0
46.451887000,1,0
46.456888600,0,0
46.456993500,1,0
46.458044500,0,0
46.458149300,1,0
46.459200600,0,0
46.459304900,1,0
46.459409700,0,0
46.460143800,1,0
46.460356600,0,0
46.460670800,1,0
46.460776100,0,0
46.461299900,1,0
46.461512700,0,0
46.461722100,1,0
46.461826900,0,0
46.461931800,1,0
46.462037100,0,0
46.462351700,1,0
46.462669100,0,0
46.463612700,1,0
46.463827400,0,0
46.464141800,1,0
46.464247100,0,0
46.464771000,1,0
46.464985900,0,0
46.465299600,1,0
46.465509600,0,0
46.465614600,1,0
46.465824600,0,0
46.465929000,1,0
46.466281800,0,0
46.466389500,1,0
46.467428100,0,0
46.467535000,1,0
46.468573700,0,0
46.468679900,1,0
46.468782200,0,0
46.469511900,1,0
46.469718500,0,0
46.469929700,1,0
46.470135500,0,0
46.470657300,1,0
46.470864100,0,0
46.471802400,1,0
46.472009600,0,0
46.472116300,1,0
46.472322400,0,0
46.472948200,1,0
46.473155300,0,0
46.473261700,1,0
46.473363800,0,0
46.473781800,1,0
46.473883600,0,0
46.474093600,1,0
46.474300700,0,0
46.474407100,1,0
46.474509400,0,0
46.475239100,1,0
46.475446100,0,0
46.475864900,1,0
46.475966700,0,0
46.476384500,1,0
46.476591200,0,0
46.476697600,1,0
46.476903700,0,0
46.477009800,1,0
46.477111600,0,0
46.477321600,1,0
46.482608600,0,0
46.796888900,1,0
46.801890400,0,0
46.801994800,1,0
46.803046100,0,0
46.803150500,1,0
46.804201900,0,0
46.804305800,1,0
46.804411000,0,0
46.805145200,1,0
46.805358000,0,0
46.805672400,1,0
46.805777200,0,0
46.806301800,1,0
46.806515200,0,0
46.806724500,1,0
46.806829800,0,0
46.806934800,1,0
46.807039600,0,0
46.807354600,1,0
46.807671300,0,0
46.808615000,1,0
46.808830100,0,0
46.809144800,1,0
46.809249600,0,0
46.809773900,1,0
46.809989300,0,0
46.810303500,1,0
46.810513400,0,0
46.810618300,1,0
46.810828200,0,0
46.810932600,1,0
46.811284100,0,0
46.811391700,1,0
46.812430400,0,0
46.812536800,1,0
46.813575500,0,0
46.813681700,1,0
46.813783800,0,0
46.814513600,1,0
46.814720400,0,0
46.814931100,1,0
46.815136800,0,0
46.815658700,1,0
46.815865500,0,0
46.816803600,1,0
46.817011100,0,0
46.817117300,1,0
46.817323400,0,0
46.817949200,1,0
46.818156400,0,0
46.818262800,1,0
46.818364900,0,0
46.818782900,1,0
46.818884700,0,0
46.819094700,1,0
46.819301800,0,0
46.819408200,1,0
46.819510300,0,0
46.820240100,1,0
46.820447300,0,0
46.820866000,1,0
