Time [s],Value,Parity Error,Framing Error
0.268875900000000,0xFF,,
0.270031500000000,0xFF,,
0.271186600000000,0x01,,
0.272342000000000,0x04,,
0.273498600000000,0x8A,,
0.274654300000000,0x00,,
0.275812300000000,0x04,,
0.276970600000000,0x6C,,
0.278268500000000,0xFF,,
0.279415000000000,0xFF,,
0.280560600000000,0x01,,
0.281705600000000,0x06,,
0.282851200000000,0x00,,
0.283996800000000,0x03,,
0.285142700000000,0x21,,
0.286288100000000,0x01,,
0.287433600000000,0x08,,
0.288578800000000,0xCB,,
0.294595900000000,0x00,,Error
0.583869900000000,0xFF,,
0.585025800000000,0xFF,,
0.586181700000000,0x01,,
0.587337600000000,0x04,,
0.588494300000000,0x8A,,
0.589650000000000,0x00,,
0.590808000000000,0x04,,
0.591966500000000,0x6C,,
0.593264200000000,0xFF,,
0.594410600000000,0xFF,,
0.595556200000000,0x01,,
0.596701200000000,0x06,,
0.597846800000000,0x00,,
0.598992400000000,0x03,,
0.600138200000000,0x21,,
0.601283700000000,0x01,,
0.602429200000000,0x08,,
0.603574500000000,0xCB,,
0.609592800000000,0x00,,Error
0.903874500000000,0xFF,,
0.905030200000000,0xFF,,
0.906185400000000,0x01,,
0.907340900000000,0x04,,
0.908497400000000,0x8A,,
0.909653300000000,0x00,,
0.910812300000000,0x04,,
0.911971700000000,0x6C,,
0.913267100000000,0xFF,,
0.914413400000000,0xFF,,
0.915559000000000,0x01,,
0.916703900000000,0x06,,
0.917849400000000,0x00,,
0.918994900000000,0x03,,
0.920140700000000,0x21,,
0.921286000000000,0x01,,
0.922431400000000,0x08,,
0.923576600000000,0xCB,,
0.929596300000000,0x00,,Error
1.216865900000000,0xFF,,
1.218021500000000,0xFF,,
1.219177100000000,0x01,,
1.220333000000000,0x04,,
1.221489700000000,0x8A,,
1.222645500000000,0x00,,
1.223803900000000,0x04,,
1.224962700000000,0x6C,,
1.226258800000000,0xFF,,
1.227405100000000,0xFF,,
1.228550700000000,0x01,,
1.229695600000000,0x06,,
1.230841100000000,0x00,,
1.231986700000000,0x03,,
1.233132400000000,0x21,,
1.234277900000000,0x01,,
1.235423300000000,0x08,,
1.236568500000000,0xCB,,
1.242586700000000,0x00,,Error
1.518863100000000,0xFF,,
1.520018700000000,0xFF,,
1.521173900000000,0x01,,
1.522329500000000,0x04,,
1.523486100000000,0x8A,,
1.524642500000000,0x00,,
1.525801800000000,0x04,,
1.526961600000000,0x6C,,
1.528255600000000,0xFF,,
1.529402100000000,0xFF,,
1.530547200000000,0x01,,
1.531692300000000,0x06,,
1.532837300000000,0x00,,
1.533983100000000,0x03,,
1.535128300000000,0x21,,
1.536273900000000,0x01,,
1.537419500000000,0x08,,
1.538564600000000,0xCB,,
1.544583700000000,0x00,,Error
1.861859800000000,0xFF,,
1.863015700000000,0xFF,,
1.864170600000000,0x01,,
1.865326000000000,0x04,,
1.866482700000000,0x8A,,
1.867639000000000,0x00,,
