Time [s],Value,Parity Error,Framing Error
-0.095936100000000,0xCB,,
-0.089916000000000,0x00,,Error
-0.004623800000000,0xFF,,
-0.003467700000000,0xFF,,
-0.002312100000000,0x01,,
-0.001156700000000,0x04,,
0.000000000000000,0xCD,,
0.001155600000000,0x00,,
0.002313500000000,0x3B,,
0.003472200000000,0xF2,,
0.004843900000000,0xFF,,
0.005990300000000,0xFF,,
0.007135800000000,0x01,,
0.008280600000000,0x3D,,
0.009426100000000,0x00,,
0.010571900000000,0x3B,,
0.011717900000000,0xD0,,
0.012863200000000,0x0B,,
0.014008700000000,0xF6,,
0.015154000000000,0x82,,
0.016299400000000,0x82,,
0.017444800000000,0x80,,
0.018590300000000,0x03,,
0.019735600000000,0x00,,
0.020881000000000,0x3C,,
0.022026400000000,0x00,,
0.023171800000000,0x50,,
0.024317200000000,0x1E,,
0.025462700000000,0x00,,
0.026608000000000,0x00,,
0.027753500000000,0xC8,,
0.028898800000000,0x09,,
0.030044200000000,0xDC,,
0.031189500000000,0xDC,,
0.032335000000000,0xDC,,
0.033480300000000,0x29,,
0.034625800000000,0x21,,
0.035771100000000,0x1D,,
0.036916500000000,0x19,,
0.038061800000000,0x14,,
0.039207200000000,0x00,,
0.040352500000000,0x3C,,
0.041498000000000,0x00,,
0.042643300000000,0x3C,,
0.043788800000000,0x00,,
0.044934100000000,0x3C,,
0.046079600000000,0x00,,
0.047224900000000,0x00,,
0.048370400000000,0x00,,
0.049515700000000,0x00,,
0.050661200000000,0x00,,
0.051806600000000,0x01,,
0.052952000000000,0xE3,,
0.054097300000000,0xC0,,
0.055242800000000,0x00,,
0.056388100000000,0x50,,
0.057533600000000,0x00,,
0.058678900000000,0x50,,
0.059824400000000,0x00,,
0.060969600000000,0x50,,
0.062115000000000,0x00,,
0.063260300000000,0x00,,
0.064405700000000,0x00,,
0.065550900000000,0x16,,
0.066696300000000,0x0A,,
0.067841600000000,0x16,,
0.068987000000000,0x00,,
0.070132300000000,0x00,,
0.071277800000000,0x78,,
0.072423100000000,0x32,,
0.073568600000000,0x64,,
0.074713900000000,0x50,,
0.075859300000000,0x50,,
0.077004700000000,0x64,,
0.078149700000000,0xFB,,
0.084169100000000,0x00,,Error
0.123378400000000,0xFF,,
0.124535100000000,0xFF,,
0.125690800000000,0x01,,
0.126846300000000,0x04,,
0.128002400000000,0xCD,,
0.129158000000000,0x3B,,
0.130315500000000,0x24,,
0.131474200000000,0xCE,,
0.132810800000000,0xFF,,
0.133957200000000,0xFF,,
0.135102100000000,0x01,,
0.136247600000000,0x26,,
0.137392400000000,0x00,,
0.138538900000000,0x23,,
0.139684200000000,0xE3,,
0.140829700000000,0x00,,
0.141975100000000,0x00,,
0.143120600000000,0x00,,
0.144265900000000,0x53,,
0.145411400000000,0x41,,
0.146556700000000,0x33,,
0.147702200000000,0x33,,
0.148847500000000,0x2A,,
